#OTU	Sp11	Sp12	Sp13	Sp21	Sp22	Sp23	Su11	Su12	Su13	Su21	Su22	Su23	Au11	Au12	Au13	Au21	Au22	Au23	Wi11	Wi12	Wi13	Wi21	Wi22	Wi23
Otu3835	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3836	1	2	3	0	4	0	0	0	8	0	0	2	2	0	1	0	2	0	5	2	2	2	2	2
Otu3837	0	0	0	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3838	1	0	0	2	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3839	21	15	9	15	10	19	7	33	14	17	16	25	40	36	23	11	12	13	16	25	60	8	18	23
Otu384	52	6	14	35	7	19	66	16	51	19	7	31	19	20	11	20	10	18	24	10	21	2	17	23
Otu3840	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0
Otu3841	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3842	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	4	0	5	2	2	0	8
Otu3843	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	3	4
Otu3844	0	0	0	0	0	0	0	0	3	2	0	4	0	0	1	0	2	0	0	0	0	0	3	0
Otu3845	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu3846	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Otu3847	0	0	3	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	2	2
Otu3848	0	1	2	0	0	1	0	0	3	2	0	0	0	1	2	0	0	2	0	0	4	0	0	2
Otu385	29	6	3	6	3	3	20	11	2	0	0	2	20	5	3	0	2	13	3	7	0	0	2	0
Otu3850	0	0	1	0	0	0	0	2	0	0	0	0	0	1	3	0	0	2	0	0	2	0	3	2
Otu3851	0	2	1	0	0	1	0	0	0	0	5	2	0	1	0	1	0	0	0	0	0	0	0	0
Otu3852	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0
Otu3853	0	0	0	0	0	0	5	0	0	5	0	0	5	0	0	3	0	0	0	0	0	0	0	0
Otu3854	1	2	0	2	1	0	2	0	5	0	0	0	0	0	0	3	0	0	0	0	2	4	0	0
Otu3855	3	3	6	0	3	6	3	14	2	2	0	7	2	4	3	0	3	0	3	0	23	0	3	2
Otu3856	0	1	0	0	0	0	2	0	3	0	0	2	0	0	0	0	0	2	0	0	4	0	0	0
Otu3857	0	2	0	0	0	0	0	0	0	0	0	2	0	5	0	1	0	0	0	0	0	0	2	2
Otu3858	1	1	1	0	1	3	7	4	2	7	2	0	5	1	1	6	0	2	5	2	0	19	5	0
Otu3859	5	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu386	27	28	16	2	25	22	5	39	27	40	26	45	80	49	31	17	7	16	107	37	93	46	69	104
Otu3860	1	0	0	5	1	0	3	4	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0
Otu3861	2	0	0	2	0	0	0	0	3	0	0	0	2	1	0	1	0	2	0	5	0	0	0	0
Otu3862	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3863	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu3864	0	1	0	0	0	3	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
Otu3865	3	0	1	0	4	0	2	0	0	15	5	0	5	1	0	4	0	2	0	0	0	0	0	0
Otu3866	1	1	0	0	1	1	3	4	0	0	0	0	1	0	2	1	0	5	0	0	4	0	2	4
Otu3867	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3868	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu3869	2	5	3	2	1	0	2	0	0	5	4	2	1	1	3	3	0	2	3	0	4	0	0	0
Otu387	7	0	5	2	17	6	7	11	7	7	14	9	20	12	3	11	3	7	7	5	2	4	5	16
Otu3870	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu3871	3	1	0	0	4	3	2	2	5	0	7	2	2	3	2	7	2	0	5	2	2	0	6	8
Otu3873	4	0	2	2	0	1	0	0	3	5	2	2	0	0	1	1	0	2	0	2	0	0	0	0
Otu3874	4	4	4	2	4	4	3	9	5	5	5	0	3	2	3	6	3	5	5	10	0	6	3	2
Otu3875	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	2	0	0	0	0
Otu3876	0	0	1	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
Otu3877	2	1	0	2	3	0	0	0	0	0	2	0	4	1	1	1	0	0	5	0	0	4	0	0
Otu3878	2	3	1	0	0	4	3	2	2	0	0	0	5	2	1	4	0	0	5	0	4	0	2	2
Otu3879	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	7	0	0	2	4	0	2	0
Otu3880	5	0	0	0	1	0	5	0	3	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0
Otu3881	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0
Otu3887	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	6	0	0
Otu3888	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Otu3889	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu389	68	13	38	58	26	46	46	32	112	29	9	40	55	52	23	14	3	33	27	27	38	19	24	56
Otu3890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu3891	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	3	0	0	3	0	10	2	0	0
Otu3892	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	2	2	2	0
Otu3893	0	0	0	0	0	1	8	0	0	5	0	0	1	0	0	2	0	0	0	0	0	0	0	0
Otu3895	0	0	0	0	0	0	2	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0
Otu3896	0	24	14	3	1	8	2	12	0	17	0	7	0	21	17	24	6	7	5	32	25	4	18	27
Otu3897	0	2	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	0	0	0	0
Otu3899	0	0	3	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
Otu39	61	444	416	165	50	181	110	529	132	204	171	219	177	309	300	71	215	115	131	138	292	36	236	10
Otu390	20	13	4	3	7	11	15	27	14	14	11	18	22	20	49	13	31	25	78	22	37	79	39	35
Otu3901	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
Otu3902	1	0	0	0	0	0	2	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
Otu3903	3	5	5	0	0	6	3	26	21	2	7	7	1	5	10	10	2	4	3	2	42	12	8	15
Otu3904	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu3905	2	2	0	2	1	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	2	0	2	0
Otu3907	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	2	6
Otu3908	3	3	0	2	1	4	0	2	3	2	2	4	4	6	1	4	8	0	5	2	0	0	3	2
Otu3909	0	1	3	0	1	1	0	0	0	0	0	0	0	0	5	0	0	4	0	0	2	2	0	0
Otu391	12	29	9	11	7	28	42	11	2	5	2	18	7	13	12	1	8	7	5	17	21	0	20	29
Otu3911	2	3	0	0	1	7	2	5	0	2	2	7	1	2	3	6	0	5	0	2	0	0	3	2
Otu3912	4	3	1	2	18	4	3	0	2	3	5	0	2	5	3	4	7	4	5	7	0	10	6	2
Otu3913	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0
Otu3914	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
Otu3917	2	0	3	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	3	0	0	2	5	0
Otu3919	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	7	0	0	2	0
Otu392	68	58	52	53	50	79	20	30	52	80	41	67	33	70	52	80	62	56	35	81	127	32	68	89
Otu3920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Otu3922	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu3924	3	1	2	0	0	0	0	0	2	0	0	11	2	1	0	0	5	0	0	2	0	0	0	0
Otu3925	2	2	0	2	1	4	2	3	3	3	5	0	1	2	3	3	3	4	3	0	4	6	2	1
Otu3926	2	1	0	8	0	0	7	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	2	0
Otu3927	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3928	8	3	0	0	0	0	17	2	0	3	0	0	13	0	1	0	0	0	0	2	0	0	0	0
Otu3929	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu393	9	45	25	7	7	3	8	2	34	7	0	9	21	20	6	6	8	11	5	22	6	2	8	5
Otu3930	13	10	4	9	3	4	18	14	10	5	7	13	6	8	13	1	3	0	3	12	23	0	6	5
Otu3931	2	1	2	3	4	1	7	0	2	7	0	4	0	2	0	4	0	2	0	2	0	0	2	0
Otu3932	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0
Otu3934	1	0	0	0	0	0	0	2	0	0	0	0	0	2	1	3	0	2	0	2	0	0	0	0
Otu3935	0	0	1	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	6	0	3	6
Otu3936	2	3	2	0	1	0	2	0	0	0	0	2	1	0	1	0	2	0	0	2	0	0	0	0
Otu3937	1	0	1	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	3	2	0	0	2	0
Otu3938	1	1	1	0	1	1	0	0	0	3	2	2	1	0	0	1	2	0	0	0	0	2	0	0
Otu394	10	8	3	14	11	22	33	0	20	17	12	11	2	7	6	13	46	20	0	12	12	4	11	23
Otu3941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu3942	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	2	2	2
Otu3943	0	0	0	0	0	0	0	4	3	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0
Otu3944	0	0	1	0	0	0	0	7	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
Otu3945	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
Otu3946	1	0	0	0	0	0	0	0	0	3	0	2	0	0	1	3	0	0	0	2	0	0	0	0
Otu3947	1	2	0	0	0	0	0	8	2	0	0	0	0	1	5	0	0	0	0	0	2	0	2	0
Otu3948	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu3949	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5	2	0	0	0
Otu395	25	28	20	14	8	14	22	14	19	9	9	11	25	37	24	10	8	29	30	27	15	12	21	23
Otu3951	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0
Otu3952	0	1	0	0	0	0	2	0	0	0	2	4	1	1	1	3	0	0	0	2	0	0	2	4
Otu3953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4
Otu3954	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	2
Otu3955	1	1	2	0	0	0	2	2	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0
Otu3956	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Otu3957	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3958	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0
Otu3959	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Otu396	10	8	11	0	1	1	10	12	7	5	2	2	24	11	18	6	7	4	93	15	11	21	8	2
Otu3960	1	3	2	3	0	6	2	0	0	3	2	0	0	0	0	0	2	0	0	2	4	0	2	2
Otu3962	0	0	0	0	0	1	2	5	3	0	0	0	0	1	0	4	0	0	0	0	2	0	2	0
Otu3963	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu3964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu3966	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0
Otu3967	1	0	0	0	1	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0
Otu3969	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3970	2	0	0	2	3	1	3	4	5	2	2	0	2	5	3	0	0	4	11	7	6	6	2	4
Otu3971	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu3972	1	1	1	2	3	2	2	2	0	3	0	4	2	2	0	4	3	0	3	2	0	6	0	2
Otu3974	1	0	0	0	0	1	2	0	0	5	2	2	1	1	3	1	0	0	0	0	4	0	3	0
Otu3975	2	0	1	0	0	0	0	2	0	2	2	0	0	0	1	0	2	0	0	0	4	0	3	2
Otu3976	1	0	2	2	0	6	0	0	2	3	2	0	4	1	2	3	0	2	3	5	0	6	2	2
Otu3977	1	3	3	0	0	4	0	15	3	2	0	2	2	5	1	1	3	2	5	5	2	12	3	0
Otu398	62	0	0	11	26	0	30	16	0	5	14	2	39	7	0	24	0	0	8	0	2	0	2	0
Otu3980	0	0	2	0	0	1	0	0	0	0	0	4	1	2	0	3	2	0	5	0	0	0	2	0
Otu4	1528	1242	1124	689	4302	1809	1921	1564	683	1761	2873	1339	1598	1356	841	1818	2235	947	3003	1295	441	3715	1946	249
Otu40	281	56	21	38	554	55	211	4	7	95	35	4	284	46	17	148	80	31	395	27	35	257	37	4
Otu400	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	45	0	0	0	0	0	0	0	0
Otu401	25	27	22	6	14	18	25	58	59	7	12	20	47	31	45	7	12	22	49	62	28	61	27	26
Otu402	18	0	0	13	69	6	50	4	0	36	26	18	41	12	1	21	2	4	14	0	2	0	2	6
Otu403	11	1	4	14	25	21	10	4	12	41	31	18	36	16	16	45	18	7	83	22	2	79	40	40
Otu404	64	43	44	6	30	42	25	46	73	38	28	81	28	58	72	36	30	23	16	47	19	0	29	17
Otu405	2	0	0	5	47	0	2	0	0	18	16	13	7	0	0	28	0	0	8	0	0	0	0	0
Otu406	9	0	0	15	26	41	3	0	26	41	68	58	3	3	0	60	56	13	14	0	2	8	29	4
Otu407	1	4	2	6	0	8	0	0	0	2	0	0	1	4	1	0	5	5	71	2	0	77	3	2
Otu409	8	27	23	15	11	6	41	13	35	2	9	22	30	21	25	6	10	5	41	74	31	39	15	19
Otu41	1596	833	492	495	1676	1353	892	499	1472	1034	1196	700	956	876	711	1548	890	945	989	876	490	112	938	1043
Otu410	43	101	69	27	32	47	80	58	92	36	20	63	44	77	56	40	54	88	90	106	85	56	52	61
Otu412	6	16	14	14	3	29	5	19	25	22	19	11	10	21	19	27	49	45	3	12	12	13	22	27
Otu413	0	12	3	0	0	14	0	169	0	2	0	11	0	5	21	0	4	16	5	0	8	0	15	0
Otu414	93	93	69	62	51	49	71	35	88	53	31	65	84	72	112	113	98	92	33	59	29	13	59	91
Otu415	19	4	5	23	1	1	20	5	33	9	2	29	53	10	16	10	2	5	5	2	14	0	2	13
Otu416	24	15	11	12	21	27	2	2	34	28	28	18	1	23	15	24	25	40	5	32	19	6	32	21
Otu418	1	1	2	2	11	7	7	0	0	0	14	0	0	0	0	0	3	2	5	101	0	0	11	2
Otu419	55	51	38	26	26	57	20	21	78	36	33	49	16	50	38	49	58	42	11	57	52	2	41	72
Otu42	652	296	177	307	319	170	513	284	211	243	177	150	659	257	271	238	176	223	350	438	280	19	267	283
Otu420	21	57	68	3	4	10	17	26	7	2	9	0	14	22	35	1	5	36	8	32	70	0	17	31
Otu421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0
Otu422	8	3	3	3	1	6	0	5	5	3	7	2	10	14	8	4	2	5	30	17	8	39	16	19
Otu423	4	1	3	3	11	4	8	11	5	0	5	9	4	6	5	0	12	2	3	7	10	12	26	0
Otu424	7	20	8	5	4	13	8	5	14	15	2	13	21	18	18	14	10	5	33	69	17	58	29	35
Otu426	32	19	14	14	92	51	26	7	34	50	80	29	31	22	17	83	68	29	8	25	2	4	47	42
Otu427	17	3	0	11	65	24	60	0	8	52	45	20	42	8	1	27	12	0	71	0	0	36	3	8
Otu428	17	17	32	1	6	8	22	51	12	10	5	7	16	19	25	6	0	7	16	5	14	0	8	10
Otu43	1	67	319	2	0	109	2	5	12	8	2	20	6	20	243	10	7	483	11	0	27	17	3	12
Otu430	11	15	30	3	7	11	5	37	0	0	2	4	6	26	37	0	3	19	0	15	73	2	20	29
Otu431	25	2	5	0	0	1	8	88	2	0	0	0	24	13	4	0	0	7	0	2	4	0	15	0
Otu432	3	4	3	2	4	6	3	4	12	3	0	2	25	9	1	0	0	2	5	12	2	0	5	4
Otu433	20	7	3	12	7	4	8	35	37	3	2	11	37	15	2	14	7	5	16	27	2	10	2	0
Otu434	0	7	11	0	0	4	0	19	0	0	0	0	0	9	8	0	2	9	0	5	47	0	6	13
Otu436	56	54	20	28	78	60	50	26	69	71	33	49	31	56	58	61	34	26	45	17	29	13	35	34
Otu437	21	4	2	7	4	19	0	2	24	14	0	27	2	1	3	15	10	7	8	7	8	112	21	27
Otu438	6	15	21	0	6	11	3	32	2	3	7	20	12	9	30	17	14	7	57	27	16	49	44	41
Otu439	10	5	3	6	8	26	7	9	15	17	9	9	4	26	13	7	16	4	0	15	17	2	28	19
Otu44	107	17	4	215	417	70	204	150	2	485	264	175	203	160	22	740	31	18	362	2	2	484	5	4
Otu440	6	13	12	23	7	13	3	4	11	5	2	9	4	4	3	7	7	20	0	7	4	38	3	6
Otu442	4	40	58	6	6	17	0	338	2	2	14	27	5	33	48	0	25	13	3	15	68	2	21	19
Otu443	5	3	2	3	8	22	2	0	2	22	14	2	6	2	1	15	5	31	14	5	0	2	28	26
Otu445	0	2	6	0	0	4	0	34	7	3	0	0	7	11	22	0	18	13	76	15	4	38	27	17
Otu446	19	30	23	6	29	17	34	60	39	9	21	31	28	40	28	3	0	9	19	27	36	2	14	29
Otu447	16	18	6	5	12	11	3	19	19	12	16	13	9	22	21	20	28	4	5	5	17	0	15	6
Otu448	25	25	26	3	6	1	17	22	0	2	5	4	24	9	21	4	2	9	27	22	17	6	14	13
Otu45	1	30	36	17	14	13	2	39	5	5	14	11	4	19	40	4	18	24	62	94	871	69	45	379
Otu450	11	18	33	11	0	14	13	28	42	7	0	34	15	24	46	10	5	15	21	15	46	4	9	38
Otu451	14	20	12	5	61	22	10	13	7	14	28	13	19	18	7	18	21	27	169	30	14	138	17	10
Otu453	6	24	23	18	14	18	35	32	75	38	12	40	17	27	45	13	71	79	24	17	26	12	38	27
Otu454	37	11	3	25	10	24	22	0	21	27	21	45	7	9	6	18	10	11	0	5	10	32	14	29
Otu455	34	23	21	46	15	63	27	4	51	26	42	63	9	39	31	40	68	60	19	76	42	121	57	50
Otu456	16	15	20	9	7	11	23	0	41	21	21	25	7	19	13	18	21	13	0	15	4	2	12	25
Otu457	61	61	44	14	30	22	90	35	52	24	21	31	52	29	24	53	28	29	43	37	44	77	14	29
Otu458	33	21	27	20	12	46	5	27	65	40	28	61	18	49	29	36	20	20	14	37	41	12	34	60
Otu460	6	10	13	3	0	3	8	14	0	3	0	11	4	28	14	0	2	5	3	20	6	0	18	2
Otu461	29	11	14	9	36	18	20	32	12	40	21	18	43	28	25	35	10	7	52	27	38	69	31	38
Otu462	45	54	52	16	21	47	22	52	56	17	19	42	52	74	50	21	40	38	63	76	50	33	48	44
Otu463	10	10	6	8	10	26	20	31	18	9	21	16	16	15	15	3	8	7	19	7	10	4	18	31
Otu464	2	2	7	5	3	3	3	14	2	2	2	0	9	6	13	0	3	5	46	10	19	113	18	23
Otu465	0	0	0	3	0	0	2	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	20	0
Otu466	0	0	0	2	27	17	0	0	0	33	28	11	0	0	0	7	7	2	0	0	0	0	3	0
Otu467	6	0	0	0	3	13	0	9	0	12	2	4	1	5	3	13	8	13	75	0	0	25	14	30
Otu468	25	3	10	53	4	10	20	7	26	17	2	20	40	10	7	18	2	13	14	0	16	0	5	31
Otu469	31	35	77	24	35	22	50	51	39	41	26	29	56	43	68	50	19	34	53	66	97	55	23	27
Otu47	0	0	2	5	16	10	20	0	0	9	7	4	4	0	0	3	0	5	71	0	0	629	14	2
Otu470	13	6	17	11	7	10	10	9	2	5	0	22	9	7	13	8	5	4	5	30	116	0	9	10
Otu471	58	13	25	22	36	24	40	40	35	53	40	31	44	26	22	50	48	24	48	27	14	31	32	17
Otu473	18	19	9	11	25	14	20	0	20	43	16	36	23	28	22	38	13	29	21	5	1	81	5	15
Otu474	181	158	236	380	127	250	56	160	63	52	87	49	162	221	99	134	95	522	87	254	69	102	47	124
Otu475	0	2	0	5	0	0	0	0	0	0	0	0	4	0	13	0	0	0	3	0	0	0	0	2
Otu476	7	0	0	3	1	4	51	2	10	5	2	4	1	2	2	1	0	0	3	0	2	6	4	8
Otu477	21	0	0	5	1	1	3	0	2	21	0	7	1	1	0	15	0	0	3	0	0	0	2	0
Otu479	37	30	15	31	12	58	14	2	61	41	73	54	11	26	30	68	63	33	16	34	27	8	28	25
Otu480	33	12	9	11	0	1	0	2	3	0	0	22	10	2	1	3	0	0	3	15	0	17	6	0
Otu481	22	7	9	12	8	15	2	4	14	1	19	4	25	15	9	7	13	5	16	7	19	27	11	13
Otu482	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	1	0	0	0	2	0	48	2	0
Otu483	12	5	9	6	3	4	8	35	7	5	5	7	6	8	5	7	0	9	5	10	12	17	8	2
Otu484	14	14	9	6	7	40	3	0	32	34	40	38	4	22	14	32	73	25	14	17	8	21	48	23
Otu485	44	42	42	27	25	50	89	38	83	23	31	54	34	62	78	22	30	48	35	30	145	42	72	109
Otu486	2	22	29	11	4	28	5	14	22	7	12	18	11	30	38	7	10	11	11	20	56	8	34	41
Otu487	21	18	18	12	25	24	10	16	3	19	9	2	5	19	7	40	37	25	5	17	6	10	14	8
Otu488	12	1	2	2	1	8	5	14	10	5	9	0	9	4	2	1	5	2	16	5	12	13	17	49
Otu489	33	10	13	30	73	23	27	13	33	46	31	16	29	19	2	21	40	15	23	5	8	49	32	15
Otu49	18	10	10	401	51	15	33	85	2	3	19	9	19	12	13	91	7	24	16	7	25	2	11	17
Otu490	19	26	37	9	15	39	28	49	52	41	28	31	19	59	54	40	28	82	11	15	39	44	26	65
Otu491	0	1	6	0	0	6	0	0	2	0	18	11	0	1	5	0	15	18	5	0	2	6	3	6
Otu492	25	14	14	12	17	25	5	16	17	12	14	4	31	19	10	20	2	7	80	76	23	84	34	58
Otu494	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu495	166	43	13	408	19	112	216	14	20	96	19	70	312	103	28	92	169	375	14	7	49	38	31	52
Otu496	14	10	5	3	25	12	13	0	14	28	9	4	19	22	8	36	30	7	0	15	4	0	15	13
Otu498	32	30	39	27	59	58	3	7	46	60	52	43	10	47	30	25	38	52	19	15	64	54	26	65
Otu499	4	10	9	5	11	8	8	9	12	10	14	4	10	22	13	1	3	12	3	17	6	8	8	15
Otu50	249	10	3	82	32	21	415	15	17	33	24	31	736	39	36	64	0	44	68	2	14	6	6	23
Otu500	44	43	36	9	28	21	26	32	63	52	28	25	18	52	49	22	15	24	8	69	67	4	40	44
Otu501	6	1	3	25	7	10	2	0	7	17	9	27	13	10	9	3	0	5	8	34	105	4	24	27
Otu502	0	10	37	0	0	1	0	45	0	0	0	0	2	25	46	0	2	5	0	5	56	0	12	21
Otu503	9	5	0	2	15	7	0	0	2	31	18	4	0	2	0	15	8	4	0	0	0	0	3	6
Otu504	50	10	11	3	30	10	40	16	10	14	24	7	48	20	10	17	8	14	14	22	29	10	11	15
Otu505	24	6	8	13	18	49	10	0	10	27	68	18	1	9	1	67	52	31	8	10	2	6	41	21
Otu506	7	4	3	18	10	35	12	2	24	51	33	43	16	5	3	38	49	17	14	5	4	6	23	27
Otu508	16	5	0	6	15	10	3	0	26	22	19	18	2	8	10	38	15	7	0	5	6	0	8	6
Otu509	3	14	25	0	11	4	3	39	3	0	12	7	4	15	30	4	2	21	5	27	42	0	8	36
Otu51	169	33	21	129	70	47	102	12	69	78	61	63	96	38	27	80	33	42	71	71	93	960	46	121
Otu510	1	5	14	8	1	6	0	12	5	5	0	0	1	8	9	10	2	2	8	10	21	10	26	15
Otu511	2	0	4	4	1	25	0	0	12	2	26	2	0	5	2	3	11	20	0	2	0	0	14	12
Otu512	2	0	2	9	11	10	2	0	2	24	9	7	1	4	1	27	20	13	8	0	0	0	20	6
Otu513	12	1	0	9	11	0	28	2	0	9	2	2	24	2	0	3	0	0	0	2	0	0	0	0
Otu514	51	70	80	31	54	31	98	69	68	36	21	56	55	63	49	33	25	61	49	71	96	18	36	67
Otu515	27	12	9	8	39	24	37	33	5	29	38	13	30	23	4	20	12	25	27	10	6	10	27	25
Otu516	92	55	31	46	66	49	133	78	48	88	41	65	167	57	66	85	62	40	139	101	75	68	38	57
Otu518	48	53	21	26	47	25	52	11	74	52	35	43	33	51	64	28	44	74	11	66	19	2	64	52
Otu519	27	37	20	35	28	57	0	2	52	67	94	74	7	41	37	82	118	74	5	59	8	4	75	56
Otu52	3	251	276	2	1	56	22	11	76	7	2	357	8	94	176	0	53	861	22	44	14	15	11	25
Otu521	33	16	0	6	50	25	36	0	17	24	23	13	46	21	14	28	25	16	33	15	12	0	14	32
Otu522	0	7	4	0	1	3	0	4	0	2	2	0	3	12	18	4	5	2	3	15	10	15	20	41
Otu523	45	23	16	15	51	24	68	5	11	34	37	11	45	29	14	61	15	46	16	15	8	0	23	29
Otu524	0	7	31	15	6	8	3	0	2	0	2	4	0	4	3	0	7	23	5	0	8	8	5	8
Otu525	0	0	0	35	1	0	0	4	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0
Otu526	5	3	19	5	0	3	0	5	3	2	4	0	2	9	15	1	2	8	5	30	17	0	22	56
Otu527	21	51	81	62	40	43	109	76	54	45	40	79	58	119	83	6	56	57	79	162	164	83	83	90
Otu528	61	41	43	29	65	60	22	78	158	81	94	74	39	66	62	86	120	42	82	52	41	48	88	130
Otu529	36	40	11	6	0	7	28	2	2	5	2	16	15	13	12	7	0	2	14	32	2	4	9	8
Otu531	26	36	30	14	33	29	18	65	34	40	28	31	23	38	48	17	23	13	8	32	39	0	41	44
